group,id,block,trial,choice,reward
P,15,2,90,1,1
P,15,2,91,2,1
P,15,2,92,1,0
P,15,2,93,1,0
P,15,2,94,2,1
P,15,2,95,2,1
P,15,2,96,2,1
P,15,2,97,2,0
P,15,2,98,2,0
P,15,2,99,2,1
P,15,2,100,1,0
P,15,2,101,1,1
P,15,2,102,2,0
P,15,2,103,1,0
P,15,2,104,2,1
P,15,2,105,2,1
P,15,2,106,2,1
P,15,2,107,2,0
P,15,2,108,2,0
P,15,2,109,2,1
P,15,2,110,1,0
P,15,2,111,2,1
P,15,2,112,2,1
P,15,2,113,2,1
P,15,2,114,1,0
P,15,2,115,1,0
P,15,2,116,1,0
P,15,2,117,2,1
P,15,2,118,2,1
P,15,2,119,2,0
P,15,2,120,2,1
P,15,2,121,1,1
P,15,2,122,1,0
P,15,2,123,1,0
P,15,2,124,2,0
P,15,2,125,2,1
P,15,2,126,1,0
P,15,2,127,2,1
P,15,2,128,2,1
P,15,2,129,2,1
P,15,2,130,1,0
P,15,2,131,1,0
P,15,2,132,2,0
P,15,2,133,2,0
P,15,2,134,2,0
P,15,2,135,2,1
P,15,2,136,2,1
P,15,2,137,2,1
P,15,2,138,1,0
P,15,2,139,2,0
P,15,2,140,2,0
P,15,2,141,1,1
P,15,2,142,1,0
P,15,2,143,2,1
P,15,2,144,2,1
P,15,2,145,2,1
P,15,2,146,1,0
P,15,2,147,1,0
P,15,2,148,1,1
P,15,2,149,2,1
P,15,2,150,2,1
P,15,2,151,2,1
P,15,2,152,2,1
P,15,2,153,2,1
P,15,2,154,2,1
P,15,2,155,2,1
P,15,2,156,2,1
P,15,2,157,2,1
P,15,2,158,2,1
P,15,2,159,2,1
P,15,2,160,2,0
P,16,1,1,1,1
P,16,1,2,2,0
P,16,1,3,2,0
P,16,1,4,1,0
P,16,1,5,1,1
P,16,1,6,1,0
P,16,1,7,1,1
P,16,1,8,2,1
P,16,1,9,1,1
P,16,1,10,2,0
P,16,1,11,1,0
P,16,1,12,1,1
P,16,1,13,1,1
P,16,1,14,2,0
P,16,1,15,2,0
P,16,1,16,1,0
P,16,1,17,1,0
P,16,1,18,1,1
P,16,1,19,1,1
P,16,1,20,1,0
P,16,1,21,1,1
P,16,1,22,2,0
P,16,1,23,1,0
P,16,1,24,2,0
P,16,1,25,1,1
P,16,1,26,1,0
P,16,1,27,1,1
P,16,1,28,1,1
P,16,1,29,1,1
P,16,1,30,1,1
P,16,1,31,1,1
P,16,1,32,1,1
P,16,1,33,1,0
P,16,1,34,1,1
P,16,1,35,1,0
P,16,1,36,1,0
P,16,1,37,1,1
P,16,1,38,2,0
P,16,1,39,2,1
P,16,1,40,1,1
P,16,1,41,1,1
P,16,1,42,1,1
P,16,1,43,1,1
P,16,1,44,2,0
P,16,1,45,1,1
P,16,1,46,1,1
P,16,1,47,1,1
P,16,1,48,1,1
P,16,1,49,1,0
P,16,1,50,2,0
P,16,1,51,1,1
P,16,1,52,1,1
P,16,1,53,1,1
P,16,1,54,1,0
P,16,1,55,1,1
P,16,1,56,2,0
P,16,1,57,1,1
P,16,1,58,1,1
P,16,1,59,1,1
P,16,1,60,1,1
P,16,1,61,1,0
P,16,1,62,1,1
P,16,1,63,1,0
P,16,1,64,1,1
P,16,1,65,2,0
P,16,1,66,1,1
P,16,1,67,1,0
P,16,1,68,1,1
P,16,1,69,1,1
P,16,1,70,1,1
P,16,1,71,1,1
P,16,1,72,1,0
P,16,1,73,1,0
P,16,1,74,1,1
P,16,1,75,1,1
P,16,1,76,1,0
P,16,1,77,1,1
P,16,1,78,2,0
P,16,1,79,1,1
P,16,1,80,1,1
P,16,2,81,1,0
P,16,2,82,1,0
P,16,2,83,1,1
P,16,2,84,1,0
P,16,2,85,2,1
P,16,2,86,1,0
P,16,2,87,1,0
P,16,2,88,2,1
P,16,2,89,2,0
P,16,2,90,2,0
P,16,2,91,2,1
P,16,2,92,1,0
P,16,2,93,2,1
P,16,2,94,1,0
P,16,2,95,2,1
P,16,2,96,1,0
P,16,2,97,2,1
P,16,2,98,2,0
P,16,2,99,2,1
P,16,2,100,2,0
P,16,2,101,2,1
P,16,2,102,2,1
P,16,2,103,1,1
P,16,2,104,2,1
P,16,2,105,2,1
P,16,2,106,2,1
P,16,2,107,2,1
P,16,2,108,2,0
P,16,2,109,2,1
P,16,2,110,2,1
P,16,2,111,2,0
P,16,2,112,2,1
P,16,2,113,2,1
P,16,2,114,2,1
P,16,2,115,1,0
P,16,2,116,2,0
P,16,2,117,1,0
P,16,2,118,2,1
P,16,2,119,1,0
P,16,2,120,1,0
P,16,2,121,2,1
P,16,2,122,2,1
P,16,2,123,2,1
P,16,2,124,2,1
P,16,2,125,2,1
P,16,2,126,2,0
P,16,2,127,2,1
P,16,2,128,1,0
P,16,2,129,2,1
P,16,2,130,2,1
P,16,2,131,2,1
P,16,2,132,2,1
P,16,2,133,2,1
P,16,2,134,2,1
P,16,2,135,2,1
P,16,2,136,2,1
P,16,2,137,2,1
P,16,2,138,2,1
P,16,2,139,2,0
P,16,2,140,2,0
P,16,2,141,2,1
P,16,2,142,2,1
P,16,2,143,2,0
P,16,2,144,2,1
P,16,2,145,2,1
P,16,2,146,2,1
P,16,2,147,2,1
P,16,2,148,1,1
P,16,2,149,2,1
P,16,2,150,2,1
P,16,2,151,1,0
P,16,2,152,2,0
P,16,2,153,2,1
P,16,2,154,1,1
P,16,2,155,1,0
P,16,2,156,2,1
P,16,2,157,2,0
P,16,2,158,1,0
P,16,2,159,1,0
P,16,2,160,1,0
P,17,1,1,2,0
P,17,1,2,1,1
P,17,1,3,2,0
P,17,1,4,1,1
P,17,1,5,2,1
P,17,1,6,2,0
P,17,1,7,1,0
P,17,1,8,1,1
P,17,1,9,1,1
P,17,1,10,1,1
P,17,1,11,2,1
P,17,1,12,2,1
P,17,1,13,2,1
P,17,1,14,1,1
P,17,1,15,2,0
P,17,1,16,1,0
P,17,1,17,1,0
P,17,1,18,2,0
P,17,1,19,2,0
P,17,1,20,1,1
P,17,1,21,2,0
P,17,1,22,2,1
P,17,1,23,2,0
P,17,1,24,2,1
P,17,1,25,1,1
P,17,1,26,1,1
P,17,1,27,1,0
P,17,1,28,1,1
P,17,1,29,1,1
P,17,1,30,2,0
P,17,1,31,2,0
P,17,1,32,2,0
P,17,1,33,1,0
P,17,1,34,1,1
P,17,1,35,1,1
P,17,1,36,2,0
P,17,1,37,1,1
P,17,1,38,1,1
P,17,1,39,1,1
P,17,1,40,2,0
P,17,1,41,2,0
P,17,1,42,2,0
P,17,1,43,1,1
P,17,1,44,1,1
P,17,1,45,1,1
P,17,1,46,1,1
P,17,1,47,1,1
P,17,1,48,1,1
P,17,1,49,1,0
P,17,1,50,1,1
P,17,1,51,2,0
P,17,1,52,1,1
P,17,1,53,2,1
P,17,1,54,2,0
P,17,1,55,1,1
P,17,1,56,1,1
P,17,1,57,1,0
P,17,1,58,1,1
P,17,1,59,1,1
P,17,1,60,1,1
P,17,1,61,1,0
P,17,1,62,1,1
P,17,1,63,1,1
P,17,1,64,1,1
P,17,1,65,1,0
P,17,1,66,1,1
P,17,1,67,1,1
P,17,1,68,1,1
P,17,1,69,1,1
P,17,1,70,1,0
P,17,1,71,1,0
P,17,1,72,1,1
P,17,1,73,2,0
P,17,1,74,2,0
P,17,1,75,1,1
P,17,1,76,1,0
P,17,1,77,1,1
P,17,1,78,1,1
P,17,1,79,2,1
P,17,1,80,1,1
P,17,2,81,2,0
P,17,2,82,1,1
P,17,2,83,1,0
P,17,2,84,1,0
P,17,2,85,1,0
P,17,2,86,2,1
P,17,2,87,2,0
P,17,2,88,2,1
P,17,2,89,1,0
P,17,2,90,2,1
P,17,2,91,1,0
P,17,2,92,2,0
P,17,2,93,2,1
P,17,2,94,2,0
P,17,2,95,1,0
P,17,2,96,2,1
P,17,2,97,2,0
P,17,2,98,1,1
P,17,2,99,1,0
P,17,2,100,2,1
P,17,2,101,1,1
P,17,2,102,2,0
P,17,2,103,1,0
P,17,2,104,1,0
P,17,2,105,1,0
P,17,2,106,1,0
P,17,2,107,2,1
P,17,2,108,2,1
P,17,2,109,2,1
P,17,2,110,2,0
P,17,2,111,1,0
P,17,2,112,2,0
P,17,2,113,1,0
P,17,2,114,1,0
P,17,2,115,1,0
P,17,2,116,1,0
P,17,2,117,2,0
P,17,2,118,2,1
P,17,2,119,2,1
P,17,2,120,2,1
P,17,2,121,2,1
P,17,2,122,2,1
P,17,2,123,1,0
P,17,2,124,2,1
P,17,2,125,2,0
P,17,2,126,2,1
P,17,2,127,2,1
P,17,2,128,2,0
P,17,2,129,2,1
P,17,2,130,2,1
P,17,2,131,1,1
P,17,2,132,2,1
P,17,2,133,2,1
P,17,2,134,2,1
P,17,2,135,1,0
P,17,2,136,2,0
P,17,2,137,2,0
P,17,2,138,1,0
P,17,2,139,1,0
P,17,2,140,1,0
P,17,2,141,2,1
P,17,2,142,2,0
P,17,2,143,1,0
P,17,2,144,2,0
P,17,2,145,2,1
P,17,2,146,2,1
P,17,2,147,2,1
P,17,2,148,2,1
P,17,2,149,2,1
P,17,2,150,2,1
P,17,2,151,2,1
P,17,2,152,2,1
P,17,2,153,1,0
P,17,2,154,2,1
P,17,2,155,2,0
P,17,2,156,2,1
P,17,2,157,2,1
P,17,2,158,2,0
P,17,2,159,2,0
P,17,2,160,2,1
P,18,1,1,1,1
P,18,1,2,2,0
P,18,1,3,2,0
P,18,1,4,1,1
P,18,1,5,1,0
P,18,1,6,1,1
P,18,1,7,1,0
P,18,1,8,2,0
P,18,1,9,1,1
P,18,1,10,1,1
P,18,1,11,1,1
P,18,1,12,2,0
P,18,1,13,1,1
P,18,1,14,2,0
P,18,1,15,1,0
P,18,1,16,1,1
P,18,1,17,1,1
P,18,1,18,1,1
P,18,1,19,1,0
P,18,1,20,2,1
P,18,1,21,1,1
P,18,1,22,1,1
P,18,1,23,1,1
P,18,1,24,2,0
P,18,1,25,1,1
P,18,1,26,1,1
P,18,1,27,1,1
P,18,1,28,1,1
P,18,1,29,1,1
P,18,1,30,1,1
P,18,1,31,1,1
P,18,1,32,2,0
P,18,1,33,1,1
P,18,1,34,1,1
P,18,1,35,1,1
P,18,1,36,1,1
P,18,1,37,1,1
P,18,1,38,1,0
P,18,1,39,1,1
P,18,1,40,1,1
P,18,1,41,1,0
P,18,1,42,1,1
P,18,1,43,2,0
P,18,1,44,1,0
P,18,1,45,1,1
P,18,1,46,1,1
P,18,1,47,1,1
P,18,1,48,1,1
P,18,1,49,2,0
P,18,1,50,2,0
P,18,1,51,1,1
P,18,1,52,1,1
P,18,1,53,1,1
P,18,1,54,2,0
P,18,1,55,1,1
P,18,1,56,1,1
P,18,1,57,2,0
P,18,1,58,1,1
P,18,1,59,1,1
P,18,1,60,1,1
P,18,1,61,1,1
P,18,1,62,1,1
P,18,1,63,1,1
P,18,1,64,1,0
P,18,1,65,1,1
P,18,1,66,2,0
P,18,1,67,1,1
P,18,1,68,1,1
P,18,1,69,1,1
P,18,1,70,1,1
P,18,1,71,1,1
P,18,1,72,2,0
P,18,1,73,2,0
P,18,1,74,1,0
P,18,1,75,1,1
P,18,1,76,1,1
P,18,1,77,1,1
P,18,1,78,2,0
P,18,1,79,1,1
P,18,1,80,1,1
P,18,2,81,2,1
P,18,2,82,1,0
P,18,2,83,1,0
P,18,2,84,1,0
P,18,2,85,2,0
P,18,2,86,2,1
P,18,2,87,2,1
P,18,2,88,1,0
P,18,2,89,1,0
P,18,2,90,1,1
P,18,2,91,2,1
P,18,2,92,1,0
P,18,2,93,1,0
P,18,2,94,1,0
P,18,2,95,2,0
P,18,2,96,2,1
P,18,2,97,2,1
P,18,2,98,1,1
P,18,2,99,2,1
P,18,2,100,1,0
P,18,2,101,2,1
P,18,2,102,1,0
P,18,2,103,2,1
P,18,2,104,2,1
P,18,2,105,2,0
P,18,2,106,2,1
P,18,2,107,1,1
P,18,2,108,1,0
P,18,2,109,2,1
P,18,2,110,1,1
P,18,2,111,1,0
P,18,2,112,1,0
P,18,2,113,1,0
P,18,2,114,2,1
P,18,2,115,2,1
P,18,2,116,2,1
P,18,2,117,2,1
P,18,2,118,2,0
P,18,2,119,2,0
P,18,2,120,2,1
P,18,2,121,2,1
P,18,2,122,2,1
P,18,2,123,2,1
P,18,2,124,1,0
P,18,2,125,2,1
P,18,2,126,2,0
P,18,2,127,2,1
P,18,2,128,2,1
P,18,2,129,2,1
P,18,2,130,2,1
P,18,2,131,2,1
P,18,2,132,2,1
P,18,2,133,2,1
P,18,2,134,2,1
P,18,2,135,2,1
P,18,2,136,2,0
P,18,2,137,1,0
P,18,2,138,2,1
P,18,2,139,2,1
P,18,2,140,2,1
P,18,2,141,1,0
P,18,2,142,2,1
P,18,2,143,2,1
P,18,2,144,2,1
P,18,2,145,1,0
P,18,2,146,2,1
P,18,2,147,2,1
P,18,2,148,2,1
P,18,2,149,2,1
P,18,2,150,2,1
P,18,2,151,2,1
P,18,2,152,2,1
P,18,2,153,2,1
P,18,2,154,2,1
P,18,2,155,2,1
P,18,2,156,2,1
P,18,2,157,1,0
P,18,2,158,2,1
P,18,2,159,2,1
P,18,2,160,2,1
P,19,1,1,2,0
P,19,1,2,2,0
P,19,1,3,2,0
P,19,1,4,1,0
P,19,1,5,2,0
P,19,1,6,2,0
P,19,1,7,1,1
P,19,1,8,1,1
P,19,1,9,1,1
P,19,1,10,1,0
P,19,1,11,1,1
P,19,1,12,1,1
P,19,1,13,1,1
P,19,1,14,2,0
P,19,1,15,1,1
P,19,1,16,2,0
P,19,1,17,2,0
P,19,1,18,1,1
P,19,1,19,1,1
P,19,1,20,1,1
P,19,1,21,1,1
P,19,1,22,1,0
P,19,1,23,2,0
P,19,1,24,1,1
P,19,1,25,1,1
P,19,1,26,1,0
P,19,1,27,1,1
P,19,1,28,1,1
P,19,1,29,1,0
P,19,1,30,1,0
P,19,1,31,1,1
P,19,1,32,2,0
P,19,1,33,1,0
P,19,1,34,1,0
P,19,1,35,2,0
P,19,1,36,1,1
P,19,1,37,1,1
P,19,1,38,2,0
P,19,1,39,1,0
P,19,1,40,2,0
P,19,1,41,2,0
P,19,1,42,2,0
P,19,1,43,1,1
P,19,1,44,1,0
P,19,1,45,2,1
P,19,1,46,1,1
P,19,1,47,1,1
P,19,1,48,1,1
P,19,1,49,2,0
P,19,1,50,1,1
P,19,1,51,2,0
P,19,1,52,1,0
P,19,1,53,2,1
P,19,1,54,1,1
P,19,1,55,1,1
P,19,1,56,1,1
P,19,1,57,2,0
P,19,1,58,1,1
P,19,1,59,1,0
P,19,1,60,1,1
P,19,1,61,1,1
P,19,1,62,1,1
P,19,1,63,1,1
P,19,1,64,1,1
P,19,1,65,1,0
P,19,1,66,1,0
P,19,1,67,1,0
P,19,1,68,1,1
P,19,1,69,2,0
P,19,1,70,2,0
P,19,1,71,1,0
P,19,1,72,1,1
P,19,1,73,2,0
P,19,1,74,1,1
P,19,1,75,1,1
P,19,1,76,1,1
P,19,1,77,1,1
P,19,1,78,1,1
P,19,1,79,1,1
P,19,1,80,1,1
P,19,2,81,1,0
P,19,2,82,1,0
P,19,2,83,1,0
P,19,2,84,1,0
P,19,2,85,2,1
P,19,2,86,1,0
P,19,2,87,1,0
P,19,2,88,1,0
P,19,2,89,2,1
P,19,2,90,1,0
P,19,2,91,2,1
P,19,2,92,1,0
P,19,2,93,2,0
P,19,2,94,1,0
P,19,2,95,2,1
P,19,2,96,2,0
P,19,2,97,1,0
P,19,2,98,1,0
P,19,2,99,2,1
P,19,2,100,2,1
P,19,2,101,2,1
P,19,2,102,2,1
P,19,2,103,1,0
P,19,2,104,2,1
P,19,2,105,2,1
P,19,2,106,2,1
P,19,2,107,2,1
P,19,2,108,2,0
P,19,2,109,2,1
P,19,2,110,2,1
P,19,2,111,2,1
P,19,2,112,2,1
P,19,2,113,2,1
P,19,2,114,2,0
P,19,2,115,2,1
P,19,2,116,2,1
P,19,2,117,2,1
P,19,2,118,2,1
P,19,2,119,2,1
P,19,2,120,2,1
P,19,2,121,2,1
P,19,2,122,2,1
P,19,2,123,2,0
P,19,2,124,2,1
P,19,2,125,2,1
P,19,2,126,2,0
P,19,2,127,2,1
P,19,2,128,2,1
P,19,2,129,2,1
P,19,2,130,1,0
P,19,2,131,2,1
P,19,2,132,1,1
P,19,2,133,1,0
P,19,2,134,1,0
P,19,2,135,1,0
P,19,2,136,2,1
P,19,2,137,2,1
P,19,2,138,2,1
P,19,2,139,2,1
P,19,2,140,1,0
P,19,2,141,2,1
P,19,2,142,2,1
P,19,2,143,2,1
P,19,2,144,2,1
P,19,2,145,2,1
P,19,2,146,2,1
P,19,2,147,2,1
P,19,2,148,2,1
P,19,2,149,2,1
P,19,2,150,1,1
P,19,2,151,1,0
P,19,2,152,2,1
P,19,2,153,2,0
P,19,2,154,2,0
P,19,2,155,2,1
P,19,2,156,2,1
P,19,2,157,1,0
P,19,2,158,2,1
P,19,2,159,2,0
P,19,2,160,2,1
P,20,1,1,1,1
P,20,1,2,1,0
P,20,1,3,2,0
P,20,1,4,2,0
P,20,1,5,1,1
P,20,1,6,1,1
P,20,1,7,1,1
P,20,1,8,1,1
P,20,1,9,1,1
P,20,1,10,1,1
P,20,1,11,2,0
P,20,1,12,1,0
P,20,1,13,2,0
P,20,1,14,2,0
P,20,1,15,1,1
P,20,1,16,1,1
P,20,1,17,1,1
P,20,1,18,2,0
P,20,1,19,2,0
P,20,1,20,1,1
P,20,1,21,1,1
P,20,1,22,1,1
P,20,1,23,1,0
P,20,1,24,2,0
P,20,1,25,1,1
P,20,1,26,1,0
P,20,1,27,1,1
P,20,1,28,2,0
P,20,1,29,1,0
P,20,1,30,2,1
P,20,1,31,1,1
P,20,1,32,2,1
P,20,1,33,1,0
P,20,1,34,2,0
P,20,1,35,2,1
P,20,1,36,2,0
P,20,1,37,1,1
P,20,1,38,1,1
P,20,1,39,2,0
P,20,1,40,1,1
P,20,1,41,1,0
P,20,1,42,2,0
P,20,1,43,2,0
P,20,1,44,2,0
P,20,1,45,1,1
P,20,1,46,1,1
P,20,1,47,1,1
P,20,1,48,1,1
P,20,1,49,1,1
P,20,1,50,2,0
P,20,1,51,1,1
P,20,1,52,1,1
P,20,1,53,2,1
P,20,1,54,2,0
P,20,1,55,1,0
P,20,1,56,1,1
P,20,1,57,1,1
P,20,1,58,1,1
P,20,1,59,2,0
P,20,1,60,2,0
P,20,1,61,1,1
P,20,1,62,1,1
P,20,1,63,1,1
P,20,1,64,1,1
P,20,1,65,1,1
P,20,1,66,1,1
P,20,1,67,1,1
P,20,1,68,1,1
P,20,1,69,1,1
P,20,1,70,1,1
P,20,1,71,1,1
P,20,1,72,1,1
P,20,1,73,2,0
P,20,1,74,1,1
P,20,1,75,1,0
P,20,1,76,1,1
P,20,1,77,1,1
P,20,1,78,1,0
P,20,1,79,2,0
P,20,1,80,1,1
P,20,2,81,1,1
P,20,2,82,1,0
P,20,2,83,2,1
P,20,2,84,1,0
P,20,2,85,1,0
P,20,2,86,1,0
P,20,2,87,2,0
P,20,2,88,1,0
P,20,2,89,1,0
P,20,2,90,1,0
P,20,2,91,1,0
P,20,2,92,1,0
P,20,2,93,1,0
P,20,2,94,1,0
P,20,2,95,2,1
P,20,2,96,2,1
P,20,2,97,2,1
P,20,2,98,2,1
P,20,2,99,2,1
P,20,2,100,2,1
P,20,2,101,2,1
P,20,2,102,1,0
P,20,2,103,2,1
P,20,2,104,2,1
P,20,2,105,2,0
P,20,2,106,2,1
P,20,2,107,1,0
P,20,2,108,2,0
P,20,2,109,2,0
P,20,2,110,1,0
P,20,2,111,2,1
P,20,2,112,1,0
P,20,2,113,1,1
P,20,2,114,2,1
P,20,2,115,1,0
P,20,2,116,2,1
P,20,2,117,2,1
P,20,2,118,2,1
P,20,2,119,2,1
P,20,2,120,2,1
P,20,2,121,2,0
P,20,2,122,2,1
P,20,2,123,2,0
P,20,2,124,2,1
P,20,2,125,1,0
P,20,2,126,1,0
P,20,2,127,2,1
P,20,2,128,2,1
P,20,2,129,2,1
P,20,2,130,2,1
P,20,2,131,2,1
P,20,2,132,2,1
P,20,2,133,2,1
P,20,2,134,2,0
P,20,2,135,2,1
P,20,2,136,2,1
P,20,2,137,2,1
P,20,2,138,2,1
P,20,2,139,2,1
P,20,2,140,2,1
P,20,2,141,2,1
P,20,2,142,2,1
P,20,2,143,2,1
P,20,2,144,2,1
P,20,2,145,2,1
P,20,2,146,2,1
P,20,2,147,2,1
P,20,2,148,2,1
P,20,2,149,1,0
P,20,2,150,2,1
P,20,2,151,2,1
P,20,2,152,2,1
P,20,2,153,2,1
P,20,2,154,2,1
P,20,2,155,2,1
P,20,2,156,2,0
P,20,2,157,2,1
P,20,2,158,2,1
P,20,2,159,1,0
P,20,2,160,2,1
P,21,1,1,1,1
P,21,1,2,1,1
P,21,1,3,2,0
P,21,1,4,2,0
P,21,1,5,2,0
P,21,1,6,2,0
P,21,1,7,2,0
P,21,1,8,2,0
P,21,1,9,1,1
P,21,1,10,2,0
P,21,1,11,1,1
P,21,1,12,1,1
P,21,1,13,1,1
P,21,1,14,1,1
P,21,1,15,1,0
P,21,1,16,1,1
P,21,1,17,2,0
P,21,1,18,1,1
P,21,1,19,1,1
P,21,1,20,1,1
P,21,1,21,1,1
P,21,1,22,1,1
P,21,1,23,1,0
P,21,1,24,2,0
P,21,1,25,1,1
P,21,1,26,1,1
P,21,1,27,2,0
P,21,1,28,1,1
P,21,1,29,1,1
P,21,1,30,2,0
P,21,1,31,1,1
P,21,1,32,1,1
P,21,1,33,2,0
P,21,1,34,1,1
P,21,1,35,2,1
P,21,1,36,1,1
P,21,1,37,1,0
P,21,1,38,1,1
P,21,1,39,1,1
P,21,1,40,1,1
P,21,1,41,1,1
P,21,1,42,1,1
P,21,1,43,1,1
P,21,1,44,1,1
P,21,1,45,1,1
P,21,1,46,1,1
P,21,1,47,2,0
P,21,1,48,1,1
P,21,1,49,1,1
P,21,1,50,1,1
P,21,1,51,1,1
P,21,1,52,1,1
P,21,1,53,1,1
P,21,1,54,1,1
P,21,1,55,1,0
P,21,1,56,2,0
P,21,1,57,2,0
P,21,1,58,1,1
P,21,1,59,1,1
P,21,1,60,1,1
P,21,1,61,1,0
P,21,1,62,1,1
P,21,1,63,1,1
P,21,1,64,1,0
P,21,1,65,1,1
P,21,1,66,2,0
P,21,1,67,1,1
P,21,1,68,2,0
P,21,1,69,1,1
P,21,1,70,1,1
P,21,1,71,1,1
P,21,1,72,2,0
P,21,1,73,2,1
P,21,1,74,1,1
P,21,1,75,1,1
P,21,1,76,1,0
P,21,1,77,2,0
P,21,1,78,1,1
P,21,1,79,1,1
P,21,1,80,2,0
P,21,2,81,1,0
P,21,2,82,1,0
P,21,2,83,2,1
P,21,2,84,1,0
P,21,2,85,1,0
P,21,2,86,1,0
P,21,2,87,2,1
P,21,2,88,2,1
P,21,2,89,2,1
P,21,2,90,1,1
P,21,2,91,2,1
P,21,2,92,2,1
P,21,2,93,2,1
P,21,2,94,1,0
P,21,2,95,2,1
P,21,2,96,2,1
P,21,2,97,2,1
P,21,2,98,2,1
P,21,2,99,2,1
P,21,2,100,2,0
P,21,2,101,1,0
P,21,2,102,2,0
P,21,2,103,2,1
P,21,2,104,2,1
P,21,2,105,2,1
P,21,2,106,2,1
P,21,2,107,2,1
P,21,2,108,2,0
P,21,2,109,1,0
P,21,2,110,2,1
P,21,2,111,2,1
P,21,2,112,2,1
P,21,2,113,1,0
P,21,2,114,2,1
P,21,2,115,2,0
P,21,2,116,2,1
P,21,2,117,2,0
P,21,2,118,2,0
P,21,2,119,1,0
P,21,2,120,1,0
P,21,2,121,1,1
P,21,2,122,1,0
P,21,2,123,1,0
P,21,2,124,2,1
P,21,2,125,1,0
P,21,2,126,1,0
P,21,2,127,1,0
P,21,2,128,2,1
P,21,2,129,2,1
P,21,2,130,1,0
P,21,2,131,1,0
P,21,2,132,2,1
P,21,2,133,2,1
P,21,2,134,2,1
P,21,2,135,2,1
P,21,2,136,2,1
P,21,2,137,2,1
P,21,2,138,1,0
P,21,2,139,1,1
P,21,2,140,2,0
P,21,2,141,2,0
P,21,2,142,2,1
P,21,2,143,2,1
P,21,2,144,2,1
P,21,2,145,2,1
P,21,2,146,1,1
P,21,2,147,2,1
P,21,2,148,1,0
P,21,2,149,1,1
P,21,2,150,2,0
P,21,2,151,1,0
P,21,2,152,2,1
P,21,2,153,2,0
P,21,2,154,2,0
P,21,2,155,1,0
P,21,2,156,2,1
P,21,2,157,2,1
P,21,2,158,2,1
P,21,2,159,2,0
P,21,2,160,2,1
P,22,1,1,2,0
P,22,1,2,1,1
P,22,1,3,1,1
P,22,1,4,1,1
P,22,1,5,2,0
P,22,1,6,1,1
P,22,1,7,1,1
P,22,1,8,2,1
P,22,1,9,1,1
P,22,1,10,1,1
P,22,1,11,1,1
P,22,1,12,2,0
P,22,1,13,1,1
P,22,1,14,1,1
P,22,1,15,1,1
P,22,1,16,2,0
P,22,1,17,1,0
P,22,1,18,1,1
P,22,1,19,2,0
P,22,1,20,1,1
P,22,1,21,1,1
P,22,1,22,1,1
P,22,1,23,1,1
P,22,1,24,1,1
P,22,1,25,1,1
P,22,1,26,1,1
P,22,1,27,1,1
P,22,1,28,1,1
P,22,1,29,1,1
P,22,1,30,1,0
P,22,1,31,1,1
P,22,1,32,2,0
P,22,1,33,1,1
P,22,1,34,1,0
P,22,1,35,1,0
P,22,1,36,1,1
P,22,1,37,1,1
P,22,1,38,1,1
P,22,1,39,1,1
P,22,1,40,1,0
P,22,1,41,1,1
P,22,1,42,1,0
P,22,1,43,2,0
P,22,1,44,2,0
P,22,1,45,1,0
P,22,1,46,1,1
P,22,1,47,1,1
P,22,1,48,1,1
P,22,1,49,1,0
P,22,1,50,2,0
P,22,1,51,1,1
P,22,1,52,1,1
P,22,1,53,1,0
P,22,1,54,1,1
P,22,1,55,2,0
P,22,1,56,1,0
P,22,1,57,1,1
P,22,1,58,1,0
P,22,1,59,1,1
P,22,1,60,2,0
P,22,1,61,1,1
P,22,1,62,1,1
P,22,1,63,1,1
P,22,1,64,1,1
P,22,1,65,1,1
P,22,1,66,1,1
P,22,1,67,1,1
P,22,1,68,1,1
P,22,1,69,1,1
P,22,1,70,2,0
P,22,1,71,1,1
P,22,1,72,1,1
P,22,1,73,1,1
P,22,1,74,1,0
P,22,1,75,1,0
P,22,1,76,2,0
P,22,1,77,1,1
P,22,1,78,1,1
P,22,1,79,1,1
P,22,1,80,1,0
P,22,2,81,1,0
P,22,2,82,1,0
P,22,2,83,1,0
P,22,2,84,1,0
P,22,2,85,1,0
P,22,2,86,1,0
P,22,2,87,2,0
P,22,2,88,1,0
P,22,2,89,1,0
P,22,2,90,2,1
P,22,2,91,2,1
P,22,2,92,2,0
P,22,2,93,2,1
P,22,2,94,2,1
P,22,2,95,1,0
P,22,2,96,2,1
P,22,2,97,2,0
P,22,2,98,2,1
P,22,2,99,2,1
P,22,2,100,1,0
P,22,2,101,2,0
P,22,2,102,2,0
P,22,2,103,1,0
P,22,2,104,1,0
P,22,2,105,1,1
P,22,2,106,2,1
P,22,2,107,1,0
P,22,2,108,2,1
P,22,2,109,2,1
P,22,2,110,2,1
P,22,2,111,2,1
P,22,2,112,2,1
P,22,2,113,2,1
P,22,2,114,2,1
P,22,2,115,2,1
P,22,2,116,2,1
P,22,2,117,2,1
P,22,2,118,2,1
P,22,2,119,2,1
P,22,2,120,2,0
P,22,2,121,2,1
P,22,2,122,1,0
P,22,2,123,2,0
P,22,2,124,2,1
P,22,2,125,2,1
P,22,2,126,2,1
P,22,2,127,2,1
P,22,2,128,2,1
P,22,2,129,2,1
P,22,2,130,2,1
P,22,2,131,2,1
P,22,2,132,1,0
P,22,2,133,2,0
P,22,2,134,1,0
